CLAVEALUMNO,MEAN_IMPKDE_Z,VISITAS,n_student_classroom_observations,n_unique_classroom_units,n_unique_professors,n_unique_subject_variants,n_unique_years,mean_raw_grade_numeric,mean_impmean,mean_impkde,mean_impkde_z
177073,-0.02105776281430699,18,4,4,3,4,2,8.95,8.95,8.95,-0.02105776281430699
177286,0.4724321957579441,18,4,4,3,4,2,9.5,9.5,9.5,0.4724321957579441
177618,0.6376937898542426,18,3,3,2,3,1,8.700000000000001,8.700000000000001,8.700000000000001,0.6376937898542426
179510,-0.20296499343726415,18,3,3,3,3,2,8.433333333333332,8.433333333333332,8.433333333333332,-0.20296499343726415
180573,0.45743529698265467,18,3,3,3,3,2,8.333333333333334,8.333333333333334,8.333333333333334,0.45743529698265467
180988,0.7880988436322389,18,4,4,2,4,2,9.725,9.725,9.725,0.7880988436322389
163438,0.7112151625372338,17,2,2,2,2,1,9.6,9.6,9.6,0.7112151625372338
163760,0.37279997101100365,17,2,2,2,2,1,9.3,9.3,9.3,0.37279997101100365
166539,0.7369384483513651,17,4,4,4,4,2,9.975,9.975,9.975,0.7369384483513651
168397,0.684147684573914,17,5,5,5,5,2,9.780000000000001,9.780000000000001,9.780000000000001,0.684147684573914
169555,1.0163837752692522,17,4,4,4,4,2,9.825,9.825,9.825,1.0163837752692522
169695,0.32786119071913733,17,3,3,3,3,1,9.333333333333334,9.333333333333334,9.333333333333334,0.32786119071913733
170900,0.43139800600886696,17,3,3,3,3,2,9.299999999999999,9.299999999999999,9.299999999999999,0.43139800600886696
172246,0.4827034865484103,17,3,3,2,3,2,9.233333333333333,9.233333333333333,9.233333333333333,0.4827034865484103
173952,0.6277698537548984,17,4,4,3,3,3,9.033333333333333,7.930000000000001,8.075000000000001,0.6277698537548984
175655,0.8179408242121525,17,3,3,3,3,2,9.6,9.6,9.6,0.8179408242121525
178004,0.2628633096018018,17,4,4,4,4,2,8.875,8.875,8.875,0.2628633096018018
178313,0.4200180261403763,17,4,4,4,4,2,9.95,9.95,9.95,0.4200180261403763
179423,-0.032168457754881,17,2,2,2,2,2,7.949999999999999,7.949999999999999,7.949999999999999,-0.032168457754881
181457,0.7196822904909587,17,3,3,3,3,2,8.933333333333334,8.933333333333334,8.933333333333334,0.7196822904909587
163929,0.654880540829961,16,3,3,3,3,1,9.166666666666666,9.166666666666666,9.166666666666666,0.654880540829961
166177,0.49082777353407003,16,1,1,1,1,1,9.1,9.1,9.1,0.49082777353407003
166304,-0.8709948196350752,16,4,4,2,4,2,8.0,8.0,8.0,-0.8709948196350752
170505,0.46526434584344945,16,2,2,2,2,2,8.25,8.25,8.25,0.46526434584344945
171156,0.40208604030764683,16,4,4,4,4,2,9.45,9.45,9.45,0.40208604030764683
173948,0.446248571534807,16,4,4,4,4,2,9.725,9.725,9.725,0.446248571534807
